,일련번호,시군구,읍면동리,지번구분,본번지,부번지,시도명,시군구명,읍면,동리,지번,지목,면적,용도지역1,용도지역2,이용상황,주위환경,지세명,형상명,도로교통,공시지가,지리적위치1,지리적위치2
108068,707,41220,11200,1,298,70,경기도,평택시,,신장동,298-70,대,157.0,일반상업지역,,상업용,노선 상가지대,평지,사다리형,중로한면,3230000,한미은행송탄지점,북측인근
108069,708,41220,11200,1,298,90,경기도,평택시,,신장동,298-90,대,119.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로한면,2400000,한미은행송탄지점,남동측인근
108070,709,41220,11200,1,298,126,경기도,평택시,,신장동,298-126,대,149.0,일반상업지역,,상업용,노선 상가지대,평지,부정형,중로각지,3600000,한미은행송탄지점,동측월편
108071,710,41220,11200,1,299,7,경기도,평택시,,신장동,299-7,대,76.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,사다리형,세각(가),2530000,미군부대정문,남동측인근
108072,711,41220,11200,1,300,47,경기도,평택시,,신장동,300-47,대,89.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,사다리형,세로(가),3250000,중앙시장,서측인근
108073,712,41220,11200,1,300,80,경기도,평택시,,신장동,300-80,대,57.0,일반상업지역,,상업용,노선 상가지대,평지,정방형,중로각지,4200000,중앙시장입구,도로변
108074,713,41220,11200,1,301,26,경기도,평택시,,신장동,301-26,대,131.0,일반상업지역,,상업용,노선 상가지대,평지,삼각형,소로각지,3760000,코리아호텔,남동측인근
108075,714,41220,11200,1,302,8,경기도,평택시,,신장동,302-8,대,57.0,일반상업지역,,상업용,고밀도 상가지대,평지,사다리형,중로각지,5470000,코리아호텔,남동측인근노변
108076,715,41220,11200,1,302,52,경기도,평택시,,신장동,302-52,대,92.0,일반상업지역,,상업용,후면 상가지대,평지,사다리형,세로(가),2270000,코리아호텔,북동측인근
108077,716,41220,11200,1,302,125,경기도,평택시,,신장동,302-125,대,79.0,일반상업지역,,상업용,노선 상가지대,평지,부정형,중로한면,4100000,미군부대정문,남동측인근
108078,717,41220,11200,1,302,141,경기도,평택시,,신장동,302-141,대,86.0,일반상업지역,,상업기타,시장주변 상가지대,평지,부정형,세로(불),1300000,신장육교,북서측 인근
108079,718,41220,11200,1,302,170,경기도,평택시,,신장동,302-170,대,53.0,일반상업지역,,상업용,고밀도 상가지대,평지,부정형,세로(가),3960000,미군부대정문,동측인근
108080,719,41220,11200,1,302,197,경기도,평택시,,신장동,302-197,대,53.0,일반상업지역,,상업용,번화한 상가지대,평지,사다리형,중로각지,5390000,미군부대정문,동측인근
108081,720,41220,11200,1,306,13,경기도,평택시,,신장동,306-13,대,253.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,부정형,중로각지,1510000,영천호텔,북서측인근
108082,721,41220,11200,1,306,126,경기도,평택시,,신장동,306-126,대,344.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),640000,목화빌라,남동측인근
108083,722,41220,11200,1,307,19,경기도,평택시,,신장동,307-19,대,195.0,제1종일반주거지역,,주상용,기존 주택지대,평지,부정형,소로한면,1250000,영천호텔,북서측인근
108084,723,41220,11200,1,310,21,경기도,평택시,,신장동,310-21,대,76.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로각지,1550000,영천호텔,북서측인근
108085,724,41220,11200,1,311,6,경기도,평택시,,신장동,311-6,대,79.0,일반상업지역,,상업용,노선 상가지대,평지,사다리형,중로각지,2050000,영천호텔,북측 인근
108086,725,41220,11200,1,314,8,경기도,평택시,,신장동,314-8,대,113.0,일반상업지역,,상업용,노선 상가지대,평지,사다리형,중로한면,4500000,영천호텔,남측도로변
108087,726,41220,11200,1,316,19,경기도,평택시,,신장동,316-19,대,146.0,일반상업지역,,상업용,후면 상가지대,평지,사다리형,세로(가),3600000,영천호텔,남측인근
108088,727,41220,11200,1,317,27,경기도,평택시,,신장동,317-27,대,115.0,일반상업지역,,상업용,시장지대,평지,정방형,세각(가),3230000,중앙시장내,북측
108089,728,41220,11200,1,317,63,경기도,평택시,,신장동,317-63,대,44.0,일반상업지역,,상업용,시장지대,평지,세로장방형,소로한면,3360000,평택국제중앙시장,내
108090,729,41220,11200,1,317,86,경기도,평택시,,신장동,317-86,대,93.0,일반상업지역,,주상용,시장주변 상가지대,평지,사다리형,세각(불),1860000,미군부대정문,동측인근
108091,730,41220,11200,1,318,17,경기도,평택시,,신장동,318-17,대,172.0,일반상업지역,,상업용,시장지대,평지,사다리형,세로(가),3020000,중앙시장내,
108092,731,41220,11200,1,319,2,경기도,평택시,,신장동,319-2,대,137.0,일반상업지역,,상업용,번화한 상가지대,평지,사다리형,소로각지,4260000,삼보데파트,서측인근
108093,732,41220,11200,1,319,13,경기도,평택시,,신장동,319-13,대,102.0,일반상업지역,,상업용,노선 상가지대,평지,부정형,중로한면,4190000,영천호텔,동측인근
108094,733,41220,11200,1,320,33,경기도,평택시,,신장동,320-33,대,281.0,일반상업지역,,상업용,후면 상가지대,평지,부정형,세각(가),1890000,영천호텔,북동측인근
108095,734,41220,11200,1,321,21,경기도,평택시,,신장동,321-21,대,30.0,일반상업지역,,상업용,시장지대,평지,세로장방형,세로(가),1730000,중앙시장내,
108096,735,41220,11200,1,322,14,경기도,평택시,,신장동,322-14,대,152.0,일반상업지역,,상업용,후면 상가지대,평지,사다리형,소로각지,1700000,삼보데파트,동측인근
108097,736,41220,11200,1,322,48,경기도,평택시,,신장동,322-48,대,66.0,일반상업지역,,상업용,후면 상가지대,평지,세로장방형,세각(가),2600000,삼보데파트,북측인근
108098,737,41220,11200,1,323,28,경기도,평택시,,신장동,323-28,대,65.0,일반상업지역,,상업용,노선 상가지대,평지,사다리형,중로각지,3870000,영천호텔,동측인근
108099,738,41220,11200,1,324,75,경기도,평택시,,신장동,324-75,대,217.0,일반상업지역,,다세대,기존 주택지대,평지,사다리형,세로(불),641000,신장1동주민센터,서측인근
108100,739,41220,11200,1,325,9,경기도,평택시,,신장동,325-9,대,54.0,일반상업지역,,상업용,노선 상가지대,평지,부정형,중로각지,2890000,한일교회,남동측인근
108101,740,41220,11200,1,325,40,경기도,평택시,,신장동,325-40,대,195.0,일반상업지역,,상업용,노선 상가지대,평지,사다리형,중로각지,3240000,신장1동주민센터,남측인근
108102,741,41220,11200,1,327,28,경기도,평택시,,신장동,327-28,대,165.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),630000,신장1동주민센터,북동측인근
108103,742,41220,11200,1,328,6,경기도,평택시,,신장동,328-6,대,182.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),800000,신장1동주민센타,동북측인근
108104,743,41220,11200,1,335,43,경기도,평택시,,신장동,335-43,대,132.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,가로장방형,세로(불),680000,목천새마을회관,북서측인근
108105,744,41220,11200,1,335,50,경기도,평택시,,신장동,335-50,대,117.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,소로한면,800000,신장1동주민센터,동북측인근
108106,745,41220,11200,1,338,28,경기도,평택시,,신장동,338-28,대,279.0,일반상업지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),1140000,송탄어린이집,서북측인근
108107,746,41220,11200,1,341,12,경기도,평택시,,신장동,341-12,대,155.0,제1종일반주거지역,,단독주택,미성숙 주택지대,평지,세로장방형,세로(불),685000,신장1동주민센터,북서측인근
108108,747,41220,11200,1,342,11,경기도,평택시,,신장동,342-11,대,139.0,일반상업지역,,단독주택,기존 주택지대,평지,가로장방형,세로(불),645000,신장1동주민센터,서측인근
108109,748,41220,11200,1,345,3,경기도,평택시,,신장동,345-3,대,83.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로각지,1480000,영천호텔,북측인근
108110,749,41220,11200,1,345,10,경기도,평택시,,신장동,345-10,대,172.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),700000,신장1동주민센터,북서측인근
108111,750,41220,11200,1,346,5,경기도,평택시,,신장동,346-5,대,164.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,세로장방형,세로(가),730000,미도아파트,남동측인근
108112,751,41220,11200,1,347,1,경기도,평택시,,신장동,347-1,대,195.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),680000,영천호텔,북서측인근
108113,752,41220,11200,1,350,9,경기도,평택시,,신장동,350-9,대,198.0,제1종일반주거지역,,주거나지,기존 주택지대,평지,사다리형,세각(가),790000,미도아파트,남측인근
108114,753,41220,11200,1,353,3,경기도,평택시,,신장동,353-3,전,157.0,제1종일반주거지역,,주거나지,미개발지대,평지,부정형,중로각지,1010000,미도아파트,남측인근
108115,754,41220,11200,1,359,5,경기도,평택시,,신장동,359-5,대,180.0,제1종일반주거지역,,단독주택,신구옥 혼성지대,평지,세로장방형,세로(가),690000,미도아파트,서측인근
108116,755,41220,11200,1,360,1,경기도,평택시,,신장동,360-1,대,125.0,제1종일반주거지역,,주상용,성숙중인 주택지대,평지,사다리형,중로각지,1050000,미도아파트,서측인근
108117,756,41220,11200,1,363,13,경기도,평택시,,신장동,363-13,답,288.0,제1종일반주거지역,,주거나지,미성숙 주택지대,평지,삼각형,소로한면,670000,미도아파트,동측인근
108118,757,41220,11200,1,363,21,경기도,평택시,,신장동,363-21,대,183.0,제2종일반주거지역,,주상용,성숙중인 주택지대,평지,세로장방형,중로한면,1090000,미도아파트,북측인근
108119,758,41220,11200,1,363,57,경기도,평택시,,신장동,363-57,대,409.0,제1종일반주거지역,,단독주택,공동 주택지대,평지,사다리형,중로한면,910000,미도아파트,북서측인근
108120,759,41220,11200,1,384,1,경기도,평택시,,신장동,384-1,답,1272.0,자연녹지지역,,주거나지,성숙중인 주택지대,평지,부정형,중로각지,496000,목천마을,서측인근
108121,760,41220,11200,1,390,4,경기도,평택시,,신장동,390-4,대,378.0,제1종일반주거지역,,다세대,미성숙 주택지대,평지,부정형,중로각지,690000,목천마을,서측인근
108122,761,41220,11200,1,395,1,경기도,평택시,,신장동,395-1,대,103.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),650000,목천마을내,
108123,762,41220,11200,1,407,14,경기도,평택시,,신장동,407-14,전,149.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),550000,목천마을내,
108124,763,41220,11200,1,462,1,경기도,평택시,,신장동,462-1,답,1835.0,자연녹지지역,,답,국도주변 농경지대,평지,부정형,중로한면,180000,신유빌라,북서측 인근
108125,764,41220,11200,1,497,0,경기도,평택시,,신장동,497,답,3977.0,생산녹지지역,,답,근교 경지정리지대,평지,세로장방형,세로(가),160000,송탄소방서,서측인근
108126,765,41220,11200,1,503,0,경기도,평택시,,신장동,503,대,4243.0,생산녹지지역,,상업용,국도변 상가지대,평지,사다리형,중로한면,676000,라이프아파트,북측1번국도변
108127,766,41220,11200,1,504,1,경기도,평택시,,신장동,504-1,답,1483.0,생산녹지지역,,답,국도주변 경지정리지대,평지,세로장방형,광대한면,228000,송탄소방서,남측인근
108128,767,41220,11200,1,595,2,경기도,평택시,,신장동,595-2,대,1134.0,제1종일반주거지역,,연립주택,일반 주택지대,평지,부정형,세각(가),550000,신장근린공원,북서측 인근
108129,768,41220,11200,1,596,2,경기도,평택시,,신장동,596-2,대,647.0,제1종일반주거지역,,다세대,기존 주택지대,평지,부정형,세각(가),570000,미도아파트,북서측인근
108130,769,41220,11200,1,603,6,경기도,평택시,,신장동,603-6,대,603.0,자연녹지지역,,단독주택,성숙중인 주택지대,완경사지,정방형,세로(가),521000,미도아파트,북서측전원마을
108131,770,41220,11200,1,615,8,경기도,평택시,,신장동,615-8,대,141.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),640000,미도아파트,북서측인근
108132,771,41220,11200,1,620,4,경기도,평택시,,신장동,620-4,대,328.0,제1종일반주거지역,,주거나지,신구옥 혼성지대,평지,사다리형,세로(가),650000,미도아파트,북서측인근
108133,772,41220,11200,1,623,4,경기도,평택시,,신장동,623-4,대,142.0,제1종일반주거지역,,단독주택,미성숙 주택지대,평지,세로장방형,세로(가),700000,미도아파트,서측인근
108134,773,41220,11200,1,624,2,경기도,평택시,,신장동,624-2,전,1451.0,제1종일반주거지역,,연립주택,미개발지대,평지,부정형,세로(가),710000,미도아파트,서측인근
108135,774,41220,11200,1,627,6,경기도,평택시,,신장동,627-6,대,661.0,자연녹지지역,,다세대,성숙중인 주택지대,평지,정방형,세로(가),576000,미도아파트,남서측인근
108136,775,41220,11200,1,629,12,경기도,평택시,,신장동,629-12,전,1647.0,제1종일반주거지역,,연립주택,미성숙 주택지대,평지,사다리형,세각(가),635000,미도아파트,남서측인근
108137,776,41220,11200,1,632,9,경기도,평택시,,신장동,632-9,대,175.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),698000,미도아파트,남서측인근
108138,777,41220,11200,1,633,14,경기도,평택시,,신장동,633-14,대,149.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),640000,송탄빌라,남동측 인근
108139,778,41220,11200,1,636,30,경기도,평택시,,신장동,636-30,대,126.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,세로장방형,세로(불),650000,미도아파트,남서측인근
108140,779,41220,11200,1,636,60,경기도,평택시,,신장동,636-60,대,522.0,제1종일반주거지역,,연립주택,기존 주택지대,평지,정방형,세로(가),720000,남산연립,남측인근
108141,780,41220,11200,1,690,15,경기도,평택시,,신장동,690-15,대,96.0,일반상업지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),650000,한미은행송탄지점,남서측인근
108142,781,41220,11200,1,690,24,경기도,평택시,,신장동,690-24,대,51.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로한면,1700000,송신초등교,북서측인근
108143,782,41220,11200,1,690,76,경기도,평택시,,신장동,690-76,대,155.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,사다리형,중로한면,1850000,송신초등학교,북서측 인근
108144,783,41220,11200,1,690,161,경기도,평택시,,신장동,690-161,대,157.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),630000,송신초등교,북서측인근
108145,784,41220,11200,1,691,31,경기도,평택시,,신장동,691-31,대,52.0,일반상업지역,,단독주택,기존 주택지대,평지,사다리형,소로한면,1050000,송신초등학교,북측인근
108146,785,41220,11200,1,692,76,경기도,평택시,,신장동,692-76,대,213.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),700000,송신초등학교,북서측인근
108147,786,41220,11200,1,692,124,경기도,평택시,,신장동,692-124,대,64.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),816000,송신초등학교,북서측 인근
108148,787,41220,11200,1,693,48,경기도,평택시,,신장동,693-48,대,191.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,소로한면,820000,한도아파트,북측인근
108149,788,41220,11200,1,693,79,경기도,평택시,,신장동,693-79,대,129.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세각(가),760000,송신초등학교,서측인근
108150,789,41220,11300,1,23,11,경기도,평택시,,평택동,11월 23일,대,131.6,일반상업지역,,상업용,노선 상가지대,평지,세로장방형,중로한면,2310000,평택경찰서,남동측인근
108151,790,41220,11300,1,32,3,경기도,평택시,,평택동,Mar-32,대,799.7,일반상업지역,,업무용,성숙중인 상가지대,평지,사다리형,중로각지,3750000,박애병원,북동측인근
108152,791,41220,11300,1,35,24,경기도,평택시,,평택동,35-24,대,169.9,일반상업지역,,상업용,도심 상가지대,평지,세로장방형,중로한면,3600000,농협,남동측인근
108153,792,41220,11300,1,39,5,경기도,평택시,,평택동,May-39,대,478.9,일반상업지역,,상업용,후면 상가지대,평지,가로장방형,소로한면,2400000,박애병원,북서측인근
108154,793,41220,11300,1,39,6,경기도,평택시,,평택동,Jun-39,대,291.0,일반상업지역,,상업용,도심 상가지대,평지,세로장방형,중로한면,4420000,박애병원,북측도로건너편
108155,794,41220,11300,1,43,1,경기도,평택시,,평택동,Jan-43,대,329.8,일반상업지역,,상업용,도심 상가지대,평지,세로장방형,중로각지,6220000,박애병원,남서측도로건너편
108156,795,41220,11300,1,44,8,경기도,평택시,,평택동,Aug-44,대,169.1,일반상업지역,,상업용,일반 상가지대,평지,세로장방형,소로한면,2390000,박애병원,북서측인근
108157,796,41220,11300,1,45,6,경기도,평택시,,평택동,Jun-45,대,164.9,일반상업지역,,상업용,역주변 상가지대,평지,세로장방형,중로각지,7060000,평택역,북동측인근
108158,797,41220,11300,1,46,2,경기도,평택시,,평택동,Feb-46,대,394.4,일반상업지역,,상업용,일반 상가지대,평지,사다리형,소로한면,4870000,박애병원,남서측인근
108159,798,41220,11300,1,46,4,경기도,평택시,,평택동,Apr-46,대,716.0,일반상업지역,,상업용,역주변 상가지대,평지,사다리형,중로각지,6410000,평택역,북동측인근
108160,799,41220,11300,1,48,1,경기도,평택시,,평택동,Jan-48,대,330.8,일반상업지역,,상업용,일반 상가지대,평지,세로장방형,중로각지,5290000,박애병원,남서측인근
108161,800,41220,11300,1,52,1,경기도,평택시,,평택동,Jan-52,대,170.8,일반상업지역,,상업용,후면 상가지대,평지,가로장방형,소로각지,2360000,시외버스정류장,북측인근
108162,801,41220,11300,1,55,1,경기도,평택시,,평택동,Jan-55,대,75.7,일반상업지역,,상업용,역주변 상가지대,평지,정방형,중로각지,5000000,평택역,동측인근
108163,802,41220,11300,1,55,22,경기도,평택시,,평택동,55-22,대,191.9,일반상업지역,,상업용,역주변 상가지대,평지,세로장방형,소로각지,1790000,평택역광장,북서측인근
108164,803,41220,11300,1,57,2,경기도,평택시,,평택동,Feb-57,대,119.3,일반상업지역,,상업용,역주변 상가지대,평지,세로장방형,세로(가),1240000,평택역,북서측인근
108165,804,41220,11300,1,59,13,경기도,평택시,,평택동,59-13,대,155.5,일반상업지역,,상업용,노선 상가지대,평지,정방형,중로각지,2250000,평택기독병원,남측건너편
108166,805,41220,11300,1,60,27,경기도,평택시,,평택동,60-27,대,121.0,일반상업지역,,상업용,번화한 상가지대,평지,정방형,소로한면,2300000,평택역,북측인근
108167,806,41220,11300,1,62,8,경기도,평택시,,평택동,Aug-62,대,164.7,일반상업지역,,상업용,중심 상가지대,평지,세로장방형,중로각지,6230000,박애병원,남서측인근
108168,807,41220,11300,1,62,11,경기도,평택시,,평택동,Nov-62,대,287.5,일반상업지역,,상업용,역주변 상가지대,평지,사다리형,중로한면,4760000,평택역,북측인근
108169,808,41220,11300,1,64,9,경기도,평택시,,평택동,Sep-64,대,133.8,일반상업지역,,상업용,번화한 상가지대,평지,정방형,세로(가),2040000,평택관광호텔,북서측인근
108170,809,41220,11300,1,65,17,경기도,평택시,,평택동,65-17,대,215.0,일반상업지역,,상업용,도심 상가지대,평지,세로장방형,중로한면,4050000,농협,남측인근
108171,810,41220,11300,1,66,1,경기도,평택시,,평택동,Jan-66,대,334.0,일반상업지역,,상업용,노선 상가지대,평지,부정형,중로각지,3030000,농협,남측도로건너편
108172,811,41220,11300,1,67,21,경기도,평택시,,평택동,67-21,대,221.0,일반상업지역,,상업용,도심 상가지대,평지,부정형,소로각지,2400000,우리은행평택지점,남측인근
108173,812,41220,11300,1,69,1,경기도,평택시,,평택동,Jan-69,대,113.2,일반상업지역,,상업용,노선 상가지대,평지,세로장방형,중로각지,3060000,한미은행,남서측도로건너편
108174,813,41220,11300,1,70,2,경기도,평택시,,평택동,Feb-70,대,163.1,일반상업지역,,상업용,도심 상가지대,평지,사다리형,소로한면,2090000,평택기독병원,북동측후면
108175,814,41220,11300,1,70,6,경기도,평택시,,평택동,Jun-70,대,89.2,일반상업지역,,상업용,번화한 상가지대,평지,사다리형,세로(가),1800000,국민은행평택지점,동측인근
108176,815,41220,11300,1,71,3,경기도,평택시,,평택동,Mar-71,대,426.4,일반상업지역,,상업용,노선 상가지대,평지,세로장방형,중로한면,2750000,서울병원,
108177,816,41220,11300,1,71,16,경기도,평택시,,평택동,71-16,대,235.4,일반상업지역,,상업용,도심 상가지대,평지,세로장방형,소로각지,1980000,중소기업은행,남측인근
108178,817,41220,11300,1,72,11,경기도,평택시,,평택동,Nov-72,대,158.0,일반상업지역,,상업용,후면 상가지대,평지,가로장방형,세로(가),1180000,평택역,북서측인근
108179,818,41220,11300,1,78,14,경기도,평택시,,평택동,78-14,대,239.7,일반상업지역,,상업용,후면 상가지대,평지,정방형,소로각지,1200000,평택역,북서측인근
108180,819,41220,11300,1,89,27,경기도,평택시,,평택동,89-27,대,185.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,정방형,소로각지,941000,평택초등학교,북측인근
108181,820,41220,11300,1,89,51,경기도,평택시,,평택동,89-51,대,146.0,제1종일반주거지역,,단독주택,주택 및 상가혼용지대,평지,사다리형,세각(가),846000,평택초등학교,북측인근
108182,821,41220,11300,1,89,93,경기도,평택시,,평택동,89-93,대,77.0,준주거지역,,다세대,기존 주택지대,평지,사다리형,세각(가),840000,평택역,서측인근
108183,822,41220,11300,1,111,23,경기도,평택시,,평택동,111-23,대,94.0,제1종일반주거지역,,다세대,일반 주택지대,평지,사다리형,세각(가),817000,평택초등학교,북동측인근
108184,823,41220,11300,1,116,20,경기도,평택시,,평택동,116-20,대,98.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로각지,1050000,평택초교,북동측인근
108185,824,41220,11300,1,121,12,경기도,평택시,,평택동,121-12,대,317.0,일반상업지역,,주상기타,주택 및 상가혼용지대,평지,사다리형,중로각지,1180000,평택초등학교,동측인근
108186,825,41220,11300,1,128,3,경기도,평택시,,평택동,128-3,대,390.0,제1종일반주거지역,,다세대,신흥 주택지대,평지,사다리형,중로한면,927000,평택초교,남서측인근
108187,826,41220,11300,1,130,13,경기도,평택시,,평택동,130-13,답,2054.0,자연녹지지역,,답,국도주변 농경지대,평지,세로장방형,세로(가),124000,평택초등학교,남서측인근
108188,827,41220,11300,1,142,8,경기도,평택시,,평택동,142-8,대,159.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),805000,평택초등학교,남동측인근
108189,828,41220,11300,1,151,1,경기도,평택시,,평택동,151-1,대,123.0,제1종일반주거지역,,상업용,기존 상가지대,평지,사다리형,중로한면,1250000,평택역,남서측인근
108190,829,41220,11300,1,154,4,경기도,평택시,,평택동,154-4,대,310.0,준주거지역,제1종일반주거지역,주상용,주택 및 상가혼용지대,평지,세로장방형,소로각지,904000,평택초등학교,남동측인근
108191,830,41220,11300,1,175,3,경기도,평택시,,평택동,175-3,대,98.0,일반상업지역,,상업용,주택 및 상가혼용지대,평지,가로장방형,중로각지,1520000,평택초교,동측인근
108192,831,41220,11300,1,182,5,경기도,평택시,,평택동,182-5,대,115.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,세로장방형,세로(가),870000,군문초등학교,북서측인근
108193,832,41220,11300,1,185,12,경기도,평택시,,평택동,185-12,대,122.0,준주거지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로각지,1370000,삼성아파트,남동측인근
108194,833,41220,11300,1,185,245,경기도,평택시,,평택동,185-245,잡종지,3284.0,일반상업지역,,터미널,역주변 상가지대,평지,사다리형,중로한면,3370000,평택역,남동측인근
108195,834,41220,11300,1,185,260,경기도,평택시,,평택동,185-260,대,254.0,일반상업지역,,상업용,역주변 상가지대,평지,사다리형,소로각지,2320000,평택역,남동측인접
108196,835,41220,11300,1,185,284,경기도,평택시,,평택동,185-284,대,222.0,일반상업지역,,상업용,후면 상가지대,평지,사다리형,소로한면,1620000,시외버스정류장,남서측후면인근
108197,836,41220,11300,1,286,11,경기도,평택시,,평택동,286-11,대,182.6,일반상업지역,,주상용,일반 주택지대,평지,정방형,소로한면,1580000,평택경찰서,남측인근
108198,837,41220,11300,1,287,12,경기도,평택시,,평택동,287-12,대,58.2,일반상업지역,,상업용,주택 및 상가혼용지대,평지,가로장방형,세각(가),960000,삼성생명,남동측인근
108199,838,41220,11300,1,288,15,경기도,평택시,,평택동,288-15,대,116.0,일반상업지역,,상업용,주택 및 상가혼용지대,평지,가로장방형,소로각지,1940000,박애병원,동측인근
108200,839,41220,11300,1,288,35,경기도,평택시,,평택동,288-35,대,106.2,일반상업지역,,상업용,일반 상가지대,평지,사다리형,소로한면,2270000,삼성생명,남측인근
108201,840,41220,11300,1,290,0,경기도,평택시,,평택동,290,대,266.8,일반상업지역,,상업용,성숙중인 상가지대,평지,세로장방형,중로각지,5300000,박애병원,남측인근
108202,841,41220,11300,1,292,1,경기도,평택시,,평택동,292-1,대,120.8,일반상업지역,,상업용,일반 상가지대,평지,사다리형,소로한면,2130000,박애병원,남동측인근
108203,842,41220,11300,1,293,0,경기도,평택시,,평택동,293,대,412.2,일반상업지역,,상업용,중심 상가지대,평지,정방형,중로각지,3580000,남서울병원,남동측인근
108204,843,41220,11300,1,293,8,경기도,평택시,,평택동,293-8,대,303.7,일반상업지역,,상업용,번화한 상가지대,평지,세로장방형,중로각지,4180000,시외버스정류장,북동측인근
108205,844,41220,11300,1,294,4,경기도,평택시,,평택동,294-4,대,319.0,일반상업지역,,상업용,기존 상가지대,평지,세로장방형,소로한면,1810000,평택공용버스터미널,동측인근
108206,845,41220,11300,1,295,1,경기도,평택시,,평택동,295-1,대,170.6,일반상업지역,,상업용,역주변 상가지대,평지,정방형,중로각지,2600000,시외버스터미널,동측인근
108207,846,41220,11300,1,316,0,경기도,평택시,,평택동,316,대,15429.1,준주거지역,자연녹지지역,주상용,성숙중인 상가지대,평지,사다리형,중로각지,1530000,롯데인벤스,
108208,847,41220,11400,1,20,9,경기도,평택시,,통복동,09월 20일,대,76.0,일반상업지역,,주거나지,기존 주택지대,평지,세로장방형,세로(가),650000,통복2교,남측인근
108209,848,41220,11400,1,32,15,경기도,평택시,,통복동,32-15,대,211.1,제1종일반주거지역,,주상용,정비된 주택지대,평지,세로장방형,중로한면,1010000,평택교육청앞,
108210,849,41220,11400,1,36,1,경기도,평택시,,통복동,Jan-36,대,312.3,제1종일반주거지역,,단독주택,정비된 주택지대,평지,세로장방형,중로한면,960000,평택교육청,북서측인근
108211,850,41220,11400,1,50,9,경기도,평택시,,통복동,Sep-50,대,230.9,준주거지역,,주상용,정비된 주택지대,평지,가로장방형,소로한면,887000,평택시교육청,서측인근
108212,851,41220,11400,1,51,8,경기도,평택시,,통복동,Aug-51,대,131.4,제1종일반주거지역,,단독주택,정비된 주택지대,평지,사다리형,소로한면,790000,평택시교육청,서측인근
108213,852,41220,11400,1,61,14,경기도,평택시,,통복동,61-14,대,236.3,준주거지역,,단독주택,정비된 주택지대,평지,세로장방형,소로한면,885000,통복2교,북동측인근
108214,853,41220,11400,1,61,18,경기도,평택시,,통복동,61-18,대,232.3,준주거지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로한면,1370000,통복2교,북동측인근
108215,854,41220,11400,1,66,1,경기도,평택시,,통복동,Jan-66,대,277.1,준주거지역,,상업용,시장주변 상가지대,평지,부정형,중로각지,1860000,통복2교,남동측인근
108216,855,41220,11400,1,66,6,경기도,평택시,,통복동,Jun-66,대,273.2,준주거지역,,단독주택,기존 주택지대,평지,부정형,세로(불),595000,통복2교,남동측인근
108217,856,41220,11400,1,66,8,경기도,평택시,,통복동,Aug-66,대,188.5,준주거지역,,상업기타,시장주변 상가지대,평지,사다리형,중로한면,1490000,통복시장,북측인근
108218,857,41220,11400,1,67,5,경기도,평택시,,통복동,May-67,대,188.5,준주거지역,,주상용,시장주변 상가지대,평지,사다리형,중로한면,1610000,통복시장,북측인근
108219,858,41220,11400,1,69,3,경기도,평택시,,통복동,Mar-69,대,404.9,준주거지역,,주상용,시장주변 상가지대,평지,사다리형,소로각지,1320000,통복시장,북측인근
