,일련번호,시군구,읍면동리,지번구분,본번지,부번지,시도명,시군구명,읍면,동리,지번,지목,면적,용도지역1,용도지역2,이용상황,주위환경,지세명,형상명,도로교통,공시지가,지리적위치1,지리적위치2
107362,1,41220,10100,1,2,6,경기도,평택시,,서정동,02월 06일,대,389.0,제1종일반주거지역,,다세대,정비된 주택지대,평지,사다리형,소로한면,860000,송탄여중고교,서측 인근
107363,2,41220,10100,1,40,12,경기도,평택시,,서정동,Dec-40,대,338.0,제1종일반주거지역,,다세대,기존 주택지대,평지,정방형,소로한면,885000,한국통신,동측인근
107364,3,41220,10100,1,48,2,경기도,평택시,,서정동,Feb-48,대,146.0,일반상업지역,,단독주택,미성숙 주택지대,평지,사다리형,소로한면,1000000,포스코더샾아파트,서측 인근
107365,4,41220,10100,1,53,0,경기도,평택시,,서정동,53,대,268.0,일반상업지역,,단독주택,기존 주택지대,평지,부정형,소로한면,1000000,포스코더샾아파트,서측 인근
107366,5,41220,10100,1,65,18,경기도,평택시,,서정동,65-18,대,215.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),900000,포스코더샾 아파트,서측인근
107367,6,41220,10100,1,74,1,경기도,평택시,,서정동,Jan-74,대,403.0,일반상업지역,,다세대,기존 주택지대,평지,세로장방형,세각(가),980000,포스코더샾아파트,서측 인근
107368,7,41220,10100,1,77,1,경기도,평택시,,서정동,Jan-77,대,160.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,소로한면,990000,한국통신,남동측 인근
107369,8,41220,10100,1,78,6,경기도,평택시,,서정동,Jun-78,대,298.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로각지,1180000,한국통신,남측도로변
107370,9,41220,10100,1,85,24,경기도,평택시,,서정동,85-24,대,206.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,정방형,소로한면,930000,한국통신,동측인근
107371,10,41220,10100,1,159,5,경기도,평택시,,서정동,159-5,대,434.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),810000,송탄출장소,남서측인근
107372,11,41220,10100,1,207,2,경기도,평택시,,서정동,207-2,대,155.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),695000,서정리초등학교,북측인근
107373,12,41220,10100,1,230,10,경기도,평택시,,서정동,230-10,대,158.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),791000,서정리초등학교,북서측인근
107374,13,41220,10100,1,261,5,경기도,평택시,,서정동,261-5,대,231.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),750000,서정리초등학교,동측 인근
107375,14,41220,10100,1,271,7,경기도,평택시,,서정동,271-7,대,169.0,준주거지역,,상업용,후면 상가지대,평지,사다리형,소로각지,1490000,서정리초등학교,남측인근
107376,15,41220,10100,1,281,9,경기도,평택시,,서정동,281-9,대,471.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,부정형,세로(가),820000,서정리초등학교,북측인근
107377,16,41220,10100,1,284,12,경기도,평택시,,서정동,284-12,대,176.0,준주거지역,,상업용,기존 상가지대,평지,가로장방형,중로한면,1450000,서정리초등학교,동측인근
107378,17,41220,10100,1,285,24,경기도,평택시,,서정동,285-24,대,134.0,준주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),950000,서정리초등학교,북동측인근
107379,18,41220,10100,1,287,1,경기도,평택시,,서정동,287-1,대,377.0,제1종일반주거지역,,주상용,노선 상가지대,평지,사다리형,중로한면,1380000,롯데캐슬아파트,서쪽인근
107380,19,41220,10100,1,296,1,경기도,평택시,,서정동,296-1,대,261.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,부정형,소로한면,910000,서정리초등학교,서측 인근
107381,20,41220,10100,1,298,4,경기도,평택시,,서정동,298-4,대,215.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),750000,서정리초등학교,북서측 인근
107382,21,41220,10100,1,303,2,경기도,평택시,,서정동,303-2,대,342.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로각지,1540000,서정리초등학교,북서측인근
107383,22,41220,10100,1,303,8,경기도,평택시,,서정동,303-8,대,251.0,일반상업지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),980000,서정리초등학교,북서측 인근
107384,23,41220,10100,1,305,11,경기도,평택시,,서정동,305-11,대,83.0,일반상업지역,,주상용,노선 상가지대,평지,세로장방형,중로한면,2640000,서정리역,북측인근
107385,24,41220,10100,1,308,9,경기도,평택시,,서정동,308-9,대,127.0,일반상업지역,,주상용,노선 상가지대,평지,사다리형,중로각지,3260000,서정동시장,북측국도변
107386,25,41220,10100,1,310,3,경기도,평택시,,서정동,310-3,대,292.0,준주거지역,,단독주택,기존 주택지대,평지,사다리형,소로한면,1150000,서정초등학교,서측인근
107387,26,41220,10100,1,317,16,경기도,평택시,,서정동,317-16,대,253.0,일반상업지역,,주상용,시장주변 상가지대,평지,부정형,소로한면,2710000,서정동시장내,
107388,27,41220,10100,1,317,46,경기도,평택시,,서정동,317-46,대,83.0,일반상업지역,,상업용,역주변 상가지대,평지,사다리형,세로(불),1940000,서정리역사,동측 인근
107389,28,41220,10100,1,317,58,경기도,평택시,,서정동,317-58,대,176.0,일반상업지역,,주상용,시장주변 상가지대,평지,사다리형,소로한면,2810000,서정리역,북동측인근
107390,29,41220,10100,1,317,118,경기도,평택시,,서정동,317-118,대,176.0,일반상업지역,,상업용,시장주변 상가지대,평지,부정형,세로(불),1550000,서정리역,동측 인근
107391,30,41220,10100,1,318,14,경기도,평택시,,서정동,318-14,대,122.0,일반상업지역,,상업용,노선 상가지대,평지,부정형,중로각지,4110000,서정리역,동측도로변
107392,31,41220,10100,1,328,9,경기도,평택시,,서정동,328-9,대,203.0,준주거지역,,상업용,노선 상가지대,평지,사다리형,중로한면,3060000,서정리초등학교,서측인근
107393,32,41220,10100,1,335,20,경기도,평택시,,서정동,335-20,대,188.0,일반상업지역,,주상용,기존 주택지대,평지,가로장방형,소로한면,2690000,서정동성당,북측인근
107394,33,41220,10100,1,335,35,경기도,평택시,,서정동,335-35,대,145.0,일반상업지역,,단독주택,일반 주택지대,평지,사다리형,세로(가),1450000,서정리역,남동측인근
107395,34,41220,10100,1,343,18,경기도,평택시,,서정동,343-18,대,133.0,일반상업지역,,상업용,미성숙 상가지대,평지,사다리형,중로한면,1970000,중앙동주민센터,동남측인근
107396,35,41220,10100,1,347,7,경기도,평택시,,서정동,347-7,대,227.0,제1종일반주거지역,,상업용,성숙중인 상가지대,평지,사다리형,중로한면,1660000,서정동성당,남동측 인근
107397,36,41220,10100,1,348,3,경기도,평택시,,서정동,348-3,대,90.0,제1종일반주거지역,,연립주택,미성숙 주택지대,평지,사다리형,소로한면,710000,서정동성당,남서측인근
107398,37,41220,10100,1,431,0,경기도,평택시,,서정동,431,대,440.0,일반상업지역,,주상용,역주변 상가지대,평지,부정형,중로각지,2900000,서정리역,동측 인근
107399,38,41220,10100,1,501,2,경기도,평택시,,서정동,501-2,대,267.0,제1종일반주거지역,,상업용,성숙중인 상가지대,평지,부정형,중로각지,1250000,복창초등학교,남동측 인근
107400,39,41220,10100,1,509,2,경기도,평택시,,서정동,509-2,대,375.0,제1종일반주거지역,,주상용,미성숙 상가지대,평지,부정형,중로한면,1100000,지장초등학교,서측인근
107401,40,41220,10100,1,509,5,경기도,평택시,,서정동,509-5,대,318.0,제1종일반주거지역,,연립주택,성숙중인 주택지대,평지,사다리형,중로한면,1050000,지장초등학교,서측인근
107402,41,41220,10100,1,511,26,경기도,평택시,,서정동,511-26,대,90.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,정방형,세각(불),650000,복창초등학교,남동측 인근
107403,42,41220,10100,1,532,23,경기도,평택시,,서정동,532-23,대,184.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,부정형,세로(가),700000,복창초등학교,남측인근
107404,43,41220,10100,1,532,44,경기도,평택시,,서정동,532-44,대,199.0,제1종일반주거지역,,다세대,기존 주택지대,평지,가로장방형,중로한면,1050000,복창초등학교,남동측인근
107405,44,41220,10100,1,543,1,경기도,평택시,,서정동,543-1,전,2764.0,제1종일반주거지역,,주거기타,성숙중인 주택지대,평지,부정형,세로(가),580000,복창초교,남동측 인근
107406,45,41220,10100,1,543,13,경기도,평택시,,서정동,543-13,대,201.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,부정형,세로(가),690000,복창초등학교,남동측 인근
107407,46,41220,10100,1,552,26,경기도,평택시,,서정동,552-26,대,156.0,제1종일반주거지역,,주상용,노선 상가지대,평지,부정형,중로각지,1220000,태광중고교,남동측 인근
107408,47,41220,10100,1,552,50,경기도,평택시,,서정동,552-50,대,206.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,중로한면,1100000,태광중고,남동측인근
107409,48,41220,10100,1,552,58,경기도,평택시,,서정동,552-58,대,170.0,제1종일반주거지역,,단독주택,일반 주택지대,평지,사다리형,세로(불),631000,태광중고교,남동측인근
107410,49,41220,10100,1,552,131,경기도,평택시,,서정동,552-131,대,93.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세각(불),640000,복창초등학교,동측인근
107411,50,41220,10100,1,552,191,경기도,평택시,,서정동,552-191,대,347.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),720000,복창초등학교,동측인근
107412,51,41220,10100,1,552,308,경기도,평택시,,서정동,552-308,대,199.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),710000,복창초등학교,동측 인근
107413,52,41220,10100,1,552,316,경기도,평택시,,서정동,552-316,대,177.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,세로장방형,세로(가),710000,복창초등학교,동측인근
107414,53,41220,10100,1,552,436,경기도,평택시,,서정동,552-436,대,135.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로한면,975000,복창초교,동측인근
107415,54,41220,10100,1,557,34,경기도,평택시,,서정동,557-34,대,147.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로한면,915000,복창초등학교,북측인근
107416,55,41220,10100,1,557,57,경기도,평택시,,서정동,557-57,대,149.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,부정형,세로(불),620000,복창초등학교,북측 인근
107417,56,41220,10100,1,558,16,경기도,평택시,,서정동,558-16,대,201.0,제1종일반주거지역,,주상기타,기존 주택지대,평지,정방형,중로각지,1100000,복창초등학교,남서측옆
107418,57,41220,10100,1,570,24,경기도,평택시,,서정동,570-24,대,135.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,정방형,세로(가),700000,천주교송서성당,남측인근
107419,58,41220,10100,1,584,15,경기도,평택시,,서정동,584-15,대,393.0,제1종일반주거지역,,연립주택,연립 주택지대,평지,가로장방형,소로한면,750000,천주교송서성당,남서측인근
107420,59,41220,10100,1,588,28,경기도,평택시,,서정동,588-28,대,179.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),630000,복창초등학교,서측 인근
107421,60,41220,10100,1,590,25,경기도,평택시,,서정동,590-25,대,166.0,제1종일반주거지역,,단독주택,기존 주택지대,완경사지,세로장방형,세각(가),670000,복창초등학교,북서측인근
107422,61,41220,10100,1,590,54,경기도,평택시,,서정동,590-54,대,225.0,제1종일반주거지역,,단독주택,기존 주택지대,완경사지,사다리형,세로(가),645000,천주교송서성당,남서측인근
107423,62,41220,10100,1,590,92,경기도,평택시,,서정동,590-92,대,173.0,제1종일반주거지역,,단독주택,기존 주택지대,완경사지,정방형,중로한면,815000,천주교송서성당,서측인근
107424,63,41220,10100,1,590,166,경기도,평택시,,서정동,590-166,대,213.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),670000,천주교송서성당,동측인근
107425,64,41220,10100,1,591,11,경기도,평택시,,서정동,591-11,대,138.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),660000,한도아파트,남측인근
107426,65,41220,10100,1,591,39,경기도,평택시,,서정동,591-39,대,156.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,세로장방형,소로한면,780000,송탄제일교회,서측도로변
107427,66,41220,10100,1,592,12,경기도,평택시,,서정동,592-12,대,169.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(불),610000,신흥교회,남동측인근
107428,67,41220,10100,1,592,48,경기도,평택시,,서정동,592-48,대,61.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),650000,신흥교회,남동측 인근
107429,68,41220,10100,1,596,38,경기도,평택시,,서정동,596-38,대,129.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,정방형,세로(불),620000,신흥교회,남동측 인근
107430,69,41220,10100,1,596,46,경기도,평택시,,서정동,596-46,대,116.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,부정형,소로한면,776000,한도아파트,서측도로변
107431,70,41220,10100,1,596,76,경기도,평택시,,서정동,596-76,대,87.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,가로장방형,소로한면,745000,신흥교회,남측인근
107432,71,41220,10100,1,596,101,경기도,평택시,,서정동,596-101,대,102.0,제1종일반주거지역,,주상기타,기존 주택지대,평지,정방형,중로한면,1050000,신흥교회,남측인근
107433,72,41220,10100,1,597,18,경기도,평택시,,서정동,597-18,대,108.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세각(가),660000,신흥교회,서측인근
107434,73,41220,10100,1,600,2,경기도,평택시,,서정동,600-2,답,1389.0,제1종일반주거지역,,주거나지,기존 주택지대,평지,부정형,중로한면,900000,탑건빌리지아파트 ,남동측 인근
107435,74,41220,10100,1,603,2,경기도,평택시,,서정동,603-2,대,565.0,제1종일반주거지역,,주거나지,미성숙 주택지대,평지,부정형,소로한면,740000,개나리아파트,동측 근거리
107436,75,41220,10100,1,603,14,경기도,평택시,,서정동,603-14,대,100.0,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,사다리형,소로한면,812000,신흥교회,북측도로변
107437,76,41220,10100,1,603,80,경기도,평택시,,서정동,603-80,대,93.0,제1종일반주거지역,,상업용,노선 상가지대,평지,사다리형,소로각지,841000,신흥교회,북서측도로변
107438,77,41220,10100,1,603,155,경기도,평택시,,서정동,603-155,대,108.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세로(가),650000,개나리아파트,동측 근거리
107439,78,41220,10100,1,604,43,경기도,평택시,,서정동,604-43,대,222.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,세로장방형,세로(불),610000,개나리아파트,동측 인근
107440,79,41220,10100,1,604,120,경기도,평택시,,서정동,604-120,대,141.0,제1종일반주거지역,,단독주택,신흥 주택지대,평지,세로장방형,중로각지,770000,개나리아파트,남동측인근
107441,80,41220,10100,1,604,250,경기도,평택시,,서정동,604-250,잡종지,489.0,제1종일반주거지역,,단독주택,성숙중인 주택지대,평지,세로장방형,중로각지,760000,개나리아파트,북동측 인근
107442,81,41220,10100,1,605,4,경기도,평택시,,서정동,605-4,대,304.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,삼각형,세로(가),620000,개나리아파트,남동측인근
107443,82,41220,10100,1,771,13,경기도,평택시,,서정동,771-13,대,179.8,제1종일반주거지역,,다세대,미성숙 주택지대,평지,가로장방형,세로(가),800000,포스코더샾아파트,동측 인근
107444,83,41220,10100,1,773,1,경기도,평택시,,서정동,773-1,대,188.2,제1종일반주거지역,,다세대,성숙중인 주택지대,평지,사다리형,소로한면,862000,포스코더샾아파트,동측 인근
107445,84,41220,10100,1,775,15,경기도,평택시,,서정동,775-15,대,207.1,제1종일반주거지역,,주상용,노선 상가지대,평지,세로장방형,광대한면,1500000,포스코더샾아파트,동측 인근
107446,85,41220,10100,1,778,8,경기도,평택시,,서정동,778-8,대,220.8,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,가로장방형,소로각지,1050000,송탄출장소,북측인근
107447,86,41220,10100,1,779,6,경기도,평택시,,서정동,779-6,주유소용지,621.6,일반상업지역,,상업용,성숙중인 상가지대,평지,정방형,광대소각,3230000,주공외인아파트,동측대로변
107448,87,41220,10100,1,779,12,경기도,평택시,,서정동,779-12,대,513.7,일반상업지역,,상업용,노선 상가지대,평지,정방형,소로한면,2060000,송탄출장소,북측인근
107449,88,41220,10100,1,781,2,경기도,평택시,,서정동,781-2,대,451.6,제1종일반주거지역,,상업용,성숙중인 상가지대,평지,정방형,광대한면,1580000,송탄주공아파트,2단지서측대로변
107450,89,41220,10100,1,787,4,경기도,평택시,,서정동,787-4,대,551.9,제1종일반주거지역,,상업용,성숙중인 상가지대,평지,세로장방형,광대세각,1580000,지장초등학교,북측인근
107451,90,41220,10100,1,789,5,경기도,평택시,,서정동,789-5,대,257.7,제1종일반주거지역,,상업용,성숙중인 상가지대,평지,세로장방형,중로한면,1420000,주공아파트2단지,서측인근
107452,91,41220,10100,1,792,5,경기도,평택시,,서정동,792-5,대,265.4,제2종일반주거지역,,다세대,공동 주택지대,평지,세로장방형,소로한면,1050000,동산아파트,서측옆
107453,92,41220,10100,1,792,13,경기도,평택시,,서정동,792-13,대,207.3,제2종일반주거지역,,상업용,노선 상가지대,평지,세로장방형,중로한면,1560000,동산아파트,서측인근
107454,93,41220,10100,1,795,3,경기도,평택시,,서정동,795-3,대,670.1,일반상업지역,,상업용,노선 상가지대,평지,정방형,광대한면,2820000,송탄제일고등학교,남서측 인근
107455,94,41220,10100,1,801,0,경기도,평택시,,서정동,801,대,183.5,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,광대세각,1800000,송탄출장소,남측인근
107456,95,41220,10100,1,806,7,경기도,평택시,,서정동,806-7,대,190.3,제1종일반주거지역,,다세대,연립 주택지대,평지,세로장방형,소로한면,1000000,송탄출장소,남동측인근
107457,96,41220,10100,1,808,2,경기도,평택시,,서정동,808-2,대,219.8,제1종일반주거지역,,다세대,연립 주택지대,평지,가로장방형,세로(가),930000,송탄출장소,남측인근
107458,97,41220,10100,1,812,1,경기도,평택시,,서정동,812-1,대,218.6,일반상업지역,,주상용,미성숙 상가지대,평지,세로장방형,세로(가),1200000,송탄출장소,남서측인근
107459,98,41220,10100,1,814,3,경기도,평택시,,서정동,814-3,대,692.8,일반상업지역,,상업용,성숙중인 상가지대,평지,정방형,광대소각,3810000,송탄출장소,서측 대로변
107460,99,41220,10100,1,814,6,경기도,평택시,,서정동,814-6,대,421.1,일반상업지역,,상업용,정비된 상가지대,평지,세로장방형,소로한면,2680000,송탄출장소,서측인근
107461,100,41220,10100,1,815,10,경기도,평택시,,서정동,815-10,대,193.7,일반상업지역,,상업용,주택 및 상가혼용지대,평지,가로장방형,소로각지,2360000,세경아파트,남측인근
107462,101,41220,10100,1,816,6,경기도,평택시,,서정동,816-6,대,199.8,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,세로(가),1850000,세경아파트,남측인근
107463,102,41220,10100,1,818,7,경기도,평택시,,서정동,818-7,대,219.7,일반상업지역,,상업용,주택 및 상가혼용지대,평지,세로장방형,소로각지,2110000,동산아파트,남동측앞
107464,103,41220,10100,1,818,21,경기도,평택시,,서정동,818-21,대,226.3,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,세로(가),1730000,동산아파트,남측인근
107465,104,41220,10100,1,819,5,경기도,평택시,,서정동,819-5,대,208.6,일반상업지역,,상업용,후면 상가지대,평지,세로장방형,소로각지,1920000,동산아파트,남측앞
107466,105,41220,10100,1,820,2,경기도,평택시,,서정동,820-2,대,189.8,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,세로(가),1550000,동산아파트,남측인근
107467,106,41220,10100,1,821,3,경기도,평택시,,서정동,821-3,대,663.2,일반상업지역,,상업용,성숙중인 상가지대,평지,세로장방형,광대세각,3310000,동산아파트,남측인근
107468,107,41220,10100,1,823,5,경기도,평택시,,서정동,823-5,대,443.0,제1종일반주거지역,,상업용,정비된 상가지대,평지,정방형,중로한면,1520000,지장초등학교,동측 인근
107469,108,41220,10100,1,823,17,경기도,평택시,,서정동,823-17,대,183.4,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,가로장방형,소로한면,1050000,지장초등학교,동측 인근
107470,109,41220,10100,1,825,6,경기도,평택시,,서정동,825-6,대,355.7,제1종일반주거지역,,다세대,공동 주택지대,평지,정방형,소로한면,1000000,지장초등학교,북측인근
107471,110,41220,10100,1,827,7,경기도,평택시,,서정동,827-7,대,273.4,제3종일반주거지역,,상업용,후면 상가지대,평지,세로장방형,소로한면,1420000,지장초등학교,북측 인근
107472,111,41220,10100,1,827,14,경기도,평택시,,서정동,827-14,대,199.7,제3종일반주거지역,,다세대,일반 주택지대,평지,사다리형,세각(가),1000000,지장초등학교,서측 인근
107473,112,41220,10100,1,829,6,경기도,평택시,,서정동,829-6,대,322.9,제1종일반주거지역,,다세대,신흥 주택지대,평지,세로장방형,소로한면,1000000,지장초등학교,북서측인근
107474,113,41220,10100,1,830,19,경기도,평택시,,서정동,830-19,대,251.9,제1종일반주거지역,,주상용,성숙중인 상가지대,평지,세로장방형,중로한면,1050000,지장초등학교,서측 인근
107475,114,41220,10100,1,831,16,경기도,평택시,,서정동,831-16,대,267.5,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로한면,859000,지장초등학교,남서측 인근
107476,115,41220,10100,1,832,3,경기도,평택시,,서정동,832-3,대,167.7,제1종일반주거지역,,다세대,신흥 주택지대,평지,세로장방형,세로(가),910000,지장초등학교,서측인근
107477,116,41220,10100,1,834,0,경기도,평택시,,서정동,834,대,289.3,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,소로한면,813000,지장초등학교,남서측인근
107478,117,41220,10100,1,838,11,경기도,평택시,,서정동,838-11,대,264.9,제1종일반주거지역,,다세대,신흥 주택지대,평지,세로장방형,소로한면,950000,지장초등학교,남동측인근
107479,118,41220,10100,1,839,8,경기도,평택시,,서정동,839-8,대,273.1,일반상업지역,,상업용,성숙중인 상가지대,평지,세로장방형,중로한면,1850000,지장초등학교,남동측인근
107480,119,41220,10100,1,841,13,경기도,평택시,,서정동,841-13,대,205.6,일반상업지역,,주상용,주택 및 상가혼용지대,평지,가로장방형,소로각지,1320000,동산아파트,남측인근
107481,120,41220,10100,1,842,14,경기도,평택시,,서정동,842-14,대,287.0,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로각지,1820000,지장초등학교,남동측인근
107482,121,41220,10100,1,843,4,경기도,평택시,,서정동,843-4,대,207.1,일반상업지역,,다세대,공동 주택지대,평지,세로장방형,세로(가),1000000,송탄출장소,서측인근
107483,122,41220,10100,1,843,9,경기도,평택시,,서정동,843-9,대,260.1,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,중로각지,1850000,송탄출장소,서측인근
107484,123,41220,10100,1,847,0,경기도,평택시,,서정동,847,대,695.5,일반상업지역,,상업용,성숙중인 상가지대,평지,세로장방형,광대소각,3410000,송탄출장소,서측인근
107485,124,41220,10100,1,848,16,경기도,평택시,,서정동,848-16,대,188.5,일반상업지역,,주상용,주택 및 상가혼용지대,평지,세로장방형,세로(가),1300000,송탄출장소,서측인근
107486,125,41220,10100,1,853,7,경기도,평택시,,서정동,853-7,대,182.2,제1종일반주거지역,,단독주택,신흥 주택지대,평지,세로장방형,소로한면,960000,서정주공APT 3단지,북측인근
107487,126,41220,10100,1,858,1,경기도,평택시,,서정동,858-1,대,178.0,제1종일반주거지역,,다세대,성숙중인 주택지대,평지,정방형,세로(가),970000,서정주공APT 3단지,북측인근
107488,127,41220,10100,1,865,13,경기도,평택시,,서정동,865-13,대,300.4,제1종일반주거지역,,상업용,미성숙 상가지대,평지,세로장방형,중로한면,1570000,서정주공APT 3단지,북측중로변
107489,128,41220,10100,1,866,21,경기도,평택시,,서정동,866-21,대,372.8,제1종일반주거지역,,다세대,신흥 주택지대,평지,세로장방형,소로한면,950000,지장초등학교,남측인근
107490,129,41220,10100,1,870,21,경기도,평택시,,서정동,870-21,대,200.2,제1종일반주거지역,,다세대,신흥 주택지대,평지,세로장방형,소로한면,900000,서정동주민센터,남동측인근
107491,130,41220,10100,1,872,12,경기도,평택시,,서정동,872-12,대,271.9,제1종일반주거지역,,주상용,미성숙 상가지대,평지,사다리형,소로각지,1000000,서정동주민센터,남동측인근
107492,131,41220,10100,1,875,20,경기도,평택시,,서정동,875-20,대,141.6,제1종일반주거지역,,단독주택,신흥 주택지대,평지,세로장방형,세각(가),980000,서정동주민센터,남측 인근
107493,132,41220,10100,1,876,6,경기도,평택시,,서정동,876-6,대,273.6,제1종일반주거지역,,상업용,미성숙 상가지대,평지,세로장방형,중로한면,1150000,지장초등학교,남서측인근
107494,133,41220,10100,1,877,5,경기도,평택시,,서정동,877-5,대,310.2,제1종일반주거지역,,다세대,미성숙 주택지대,평지,정방형,소로한면,906000,지장초등학교,남서측인근
107495,134,41220,10100,1,882,0,경기도,평택시,,서정동,882,대,285.8,제1종일반주거지역,,다세대,신흥 주택지대,평지,정방형,소로각지,1010000,서정동주민센터,남측인근
107496,135,41220,10100,1,889,0,경기도,평택시,,서정동,889,대,270.7,제1종일반주거지역,,주상용,미성숙 주택지대,평지,정방형,소로각지,1130000,서정주공APT 3단지,북서측인근
107497,136,41220,10100,1,894,0,경기도,평택시,,서정동,894,대,285.9,제1종일반주거지역,,주상용,주택 및 상가혼용지대,평지,가로장방형,소로각지,1050000,서정주공APT 3단지,북서측인근
107498,137,41220,10100,1,896,0,경기도,평택시,,서정동,896,대,163.1,제1종일반주거지역,,다세대,미성숙 주택지대,평지,가로장방형,중로각지,1100000,서정주공APT 3단지,북서측인근
107499,138,41220,10100,1,898,1,경기도,평택시,,서정동,898-1,대,173.9,제1종일반주거지역,,다세대,신흥 주택지대,평지,가로장방형,소로각지,906000,서정주공APT 3단지,서측인근
107500,139,41220,10100,1,900,10,경기도,평택시,,서정동,900-10,대,247.9,제1종일반주거지역,,다세대,공동 주택지대,평지,세로장방형,소로한면,905000,송일초등학교,남서측인근
107501,140,41220,10100,1,901,5,경기도,평택시,,서정동,901-5,대,435.2,제1종일반주거지역,,상업용,주택 및 상가혼용지대,평지,가로장방형,소로각지,1000000,서정주공APT 3단지,서측 인근
107502,141,41220,10100,1,902,9,경기도,평택시,,서정동,902-9,대,273.9,제1종일반주거지역,,상업용,주택 및 상가혼용지대,평지,정방형,중로한면,1180000,송일초등학교,남서측 인근
107503,142,41220,10100,1,904,10,경기도,평택시,,서정동,904-10,대,264.5,제1종일반주거지역,,단독주택,신흥 주택지대,평지,세로장방형,소로한면,885000,서정주공APT 3단지,서측인근
107504,143,41220,10100,1,907,5,경기도,평택시,,서정동,907-5,대,221.3,제1종일반주거지역,,상업용,노선 상가지대,평지,세로장방형,중로한면,1500000,송일초등학교,남서측 인근
107505,144,41220,10100,1,908,9,경기도,평택시,,서정동,908-9,대,266.2,제2종일반주거지역,,상업용,노선 상가지대,평지,세로장방형,중로한면,1570000,송일초등학교,남측 인근
107506,145,41220,10100,1,909,1,경기도,평택시,,서정동,909-1,대,22270.4,제2종일반주거지역,,아파트,공동 주택지대,평지,부정형,소로한면,1150000,서정주공APT 3단지,
107507,146,41220,10100,1,1022,0,경기도,평택시,,서정동,1022,대,231.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,가로장방형,세로(가),581000,탑건빌리지아파트 ,북동측 인근
107508,147,41220,10100,1,1081,0,경기도,평택시,,서정동,1081,대,218.0,제1종일반주거지역,,단독주택,기존 주택지대,평지,사다리형,세각(가),590000,신흥교회,북서측인근
107509,148,41220,10100,1,1103,4,경기도,평택시,,서정동,1103-4,대,199.9,제1종일반주거지역,,주상용,미성숙 상가지대,평지,세로장방형,광대한면,1560000,송탄출장소,남동측 인근
