,nounFrame,Freq,label,비고
6072,폐장,8,,
6073,포로,8,,
6074,포지,8,,
6075,포토,8,,
6076,포화,8,,
6077,폭리,8,,
6078,피닉스,8,,
6079,필드,8,,
6080,하나님,8,,
6081,하느님,8,,
6082,하란,8,,
6083,하로,8,,
6084,하소연,8,,
6085,하이닉스,8,,
6086,학문,8,,
6087,학점,8,,
6088,한경,8,,
6089,한국선,8,,
6090,한민국,8,,
6091,합성,8,,
6092,합의체,8,,
6093,해외전,8,,
6094,해전,8,,
6095,행인,8,,
6096,향상,8,,
6097,허리,8,,
6098,허상인,8,,
6099,현상금,8,,
6100,혈압,8,,
6101,호갱,8,,
6102,호도,8,,
6103,호소,8,,
6104,호칭,8,,
6105,혼수,8,,
6106,혼조,8,,
6107,화살,8,,
6108,회생,8,,
6109,회원국,8,,
6110,횡포,8,,
6111,효자,8,,
6112,휴양지,8,,
6113,흉내,8,,
6114,흥분,8,,
6115,흥선,8,,
6116,가속기,7,,
6117,가아,7,,
6118,가출,7,,
6119,간판,7,,
6120,갈라,7,,
6121,갈래,7,,
6122,감방,7,,
6123,갑자,7,,
6124,개강,7,,
6125,개도국,7,,
6126,개신,7,,
6127,개자식,7,,
6128,개재,7,,
6129,개척,7,,
6130,개천,7,,
6131,개통,7,,
6132,개헌안,7,,
6133,거라구요,7,,
6134,거론,7,,
6135,거버넌스,7,,
6136,건의,7,,
6137,결여,7,,
6138,겸인,7,,
6139,경선,7,,
6140,경제인,7,,
6141,계략,7,,
6142,고민중,7,,
6143,고올,7,,
6144,고종,7,,
6145,고투,7,,
6146,골목,7,,
6147,골프,7,,
6148,공공재,7,,
6149,공문,7,,
6150,공방,7,,
6151,공습,7,,
6152,공정위,7,,
6153,관람,7,,
6154,괴뢰,7,,
6155,교류,7,,
6156,구식,7,,
6157,구애,7,,
6158,구형,7,,
6159,국민은행,7,,
6160,군부,7,,
6161,궤변,7,,
6162,그리스,7,,
6163,금년,7,,
6164,기념품,7,,
6165,기발,7,,
6166,기부금,7,,
6167,기사회생,7,,
6168,기자단,7,,
6169,기형,7,,
6170,긴지,7,,
6171,김성원,7,,
6172,김지혜,7,,
6173,깊이,7,,
6174,끼야,7,,
6175,나봐,7,,
6176,나부랭이,7,,
6177,나사,7,,
6178,난제,7,,
6179,남주,7,,
6180,내도,7,,
6181,내림,7,,
6182,내장,7,,
6183,냅스터,7,,
6184,냉소,7,,
6185,너트,7,,
6186,네델란드,7,,
6187,네트웍,7,,
6188,노골,7,,
6189,노노,7,,
6190,노숙자,7,,
6191,다기,7,,
6192,다정,7,,
6193,단면,7,,
6194,단장,7,,
6195,단적,7,,
6196,달란트,7,,
6197,당부,7,,
6198,당초,7,,
6199,대강,7,,
6200,대담,7,,
6201,대응책,7,,
6202,대환,7,,
6203,더미,7,,
6204,던전,7,,
6205,덩이,7,,
6206,덩치,7,,
6207,데니,7,,
6208,도기,7,,
6209,도리,7,,
6210,도미,7,,
6211,도장,7,,
6212,동아시아,7,,
6213,동조,7,,
6214,뒷받침,7,,
6215,뒷전,7,,
6216,들판,7,,
6217,디테일,7,,
6218,딜러,7,,
6219,땡큐,7,,
6220,뜬눈,7,,
6221,라아,7,,
6222,라우,7,,
6223,레오나르도,7,,
6224,로리,7,,
6225,로마,7,,
6226,로만,7,,
6227,리리,7,,
6228,리즈,7,,
6229,마스터노드,7,,
6230,막내,7,,
6231,말빨,7,,
6232,맹구,7,,
6233,먹이,7,,
6234,메디신,7,,
6235,명문대,7,,
6236,명박,7,,
6237,명복,7,,
6238,모가지,7,,
6239,모색,7,,
6240,모세,7,,
6241,모어,7,,
6242,모우,7,,
6243,모을,7,,
6244,모의고사,7,,
6245,모일,7,,
6246,목걸이,7,,
6247,무라,7,,
6248,무성,7,,
6249,문대,7,,
6250,문벌,7,,
6251,물결,7,,
6252,미드,7,,
6253,미르,7,,
6254,미비,7,,
6255,미션,7,,
6256,미술품,7,,
6257,미연,7,,
6258,미친년,7,,
6259,밀매,7,,
6260,밀수,7,,
6261,바겐세일,7,,
6262,바램,7,,
6263,바운스,7,,
6264,바이블,7,,
6265,바티칸,7,,
6266,반대편,7,,
6267,발림,7,,
6268,방과,7,,
6269,방기,7,,
6270,방도,7,,
6271,배너,7,,
6272,배쯤,7,,
6273,백인,7,,
6274,뱃지,7,,
6275,법석,7,,
6276,벙어리,7,,
6277,벤처캐피털리스트,7,,
6278,병사,7,,
6279,병원비,7,,
6280,복무,7,,
6281,볼일,7,,
6282,봉급,7,,
6283,부랄,7,,
6284,부름,7,,
6285,부리,7,,
6286,부사장,7,,
6287,부제,7,,
6288,북한기,7,,
6289,분실,7,,
6290,불금,7,,
6291,불량,7,,
6292,불륜,7,,
6293,불보,7,,
6294,브라더,7,,
6295,브리,7,,
6296,비평,7,,
6297,비호,7,,
6298,빈대,7,,
6299,빚쟁이,7,,
6300,빠빠,7,,
6301,빤스,7,,
6302,빨간불,7,,
6303,빨간색,7,,
6304,사냥,7,,
6305,사로,7,,
6306,사범,7,,
6307,사수,7,,
6308,사적,7,,
6309,사투리,7,,
6310,사표,7,,
6311,사활,7,,
6312,상류,7,,
6313,상실감,7,,
6314,상의,7,,
6315,상책,7,,
6316,새가슴,7,,
6317,새우,7,,
6318,생기,7,,
6319,생략,7,,
6320,생산자,7,,
6321,서문,7,,
6322,서양,7,,
6323,서킷,7,,
6324,선상,7,,
6325,설거지,7,,
6326,섭외,7,,
6327,성별,7,,
6328,성어,7,,
6329,성우,7,,
6330,성전,7,,
6331,성형,7,,
6332,세계은행,7,,
6333,세븐,7,,
6334,소망,7,,
6335,소방,7,,
6336,소신,7,,
6337,소전,7,,
6338,송년,7,,
6339,쇼트,7,,
6340,수공,7,,
6341,수나,7,,
6342,수당,7,,
6343,수의,7,,
6344,수호자,7,,
6345,술수,7,,
6346,슈타인,7,,
6347,슈팅,7,,
6348,스키,7,,
6349,스탠더드,7,,
6350,스터디,7,,
6351,스텝,7,,
6352,스티브,7,,
6353,슬로베니아,7,,
6354,시내,7,,
6355,시너지,7,,
6356,시보,7,,
6357,시사저널,7,,
6358,시온,7,,
6359,시한폭탄,7,,
6360,신비,7,,
6361,신조,7,,
6362,신체,7,,
6363,신호탄,7,,
6364,심도,7,,
6365,십일조,7,,
6366,쌈짓돈,7,,
6367,아도,7,,
6368,아랑곳,7,,
6369,아무짝,7,,
6370,아바타,7,,
6371,아인스,7,,
6372,아카이브,7,,
6373,안경,7,,
6374,안두,7,,
6375,안온,7,,
6376,안전망,7,,
6377,안터,7,,
6378,암묵,7,,
6379,애송이,7,,
6380,애호박,7,,
6381,액티브,7,,
6382,앤디,7,,
6383,양지,7,,
6384,양진,7,,
6385,어가,7,,
6386,어제오늘,7,,
6387,얼터너티브,7,,
6388,엄근진,7,,
6389,업고,7,,
6390,업적,7,,
6391,에러,7,,
6392,에릭,7,,
6393,에스더,7,,
6394,에스토니아,7,,
6395,엔터테인먼트,7,,
6396,여분,7,,
6397,여우,7,,
6398,여행지,7,,
6399,연상,7,,
6400,연세대,7,,
6401,연쇄,7,,
6402,연장선,7,,
6403,열공,7,,
6404,열매,7,,
6405,예루살렘,7,,
6406,예매,7,,
6407,예스,7,,
6408,예지,7,,
6409,오보,7,,
6410,옥션,7,,
6411,온몸,7,,
6412,와이즈,7,,
6413,왕이,7,,
6414,왕자,7,,
6415,왕좌,7,,
6416,왜사,7,,
6417,외장,7,,
6418,외제,7,,
6419,요건,7,,
6420,요망,7,,
6421,요점,7,,
6422,우물,7,,
6423,우세,7,,
6424,우승,7,,
6425,우연,7,,
6426,웃돈,7,,
6427,원시,7,,
6428,원주,7,,
6429,유기농,7,,
6430,유럽중앙은행,7,,
6431,유로화,7,,
6432,유망주,7,,
6433,유보,7,,
6434,유타,7,,
6435,유토피아,7,,
6436,유흥,7,,
6437,을지,7,,
6438,음흉,7,,
6439,응답,7,,
6440,응원단,7,,
6441,의대,7,,
6442,의존,7,,
6443,의학,7,,
6444,이간,7,,
6445,이권,7,,
6446,이나라,7,,
6447,이남,7,,
6448,이또,7,,
6449,이순,7,,
6450,이슬람,7,,
6451,이외수,7,,
6452,이적,7,,
6453,이탈리아,7,,
6454,이행,7,,
6455,인류애,7,,
6456,인스타그램,7,,
6457,인체,7,,
6458,일등,7,,
6459,일류,7,,
6460,일본식,7,,
6461,일선,7,,
6462,일주,7,,
6463,일축,7,,
6464,일평균,7,,
6465,일후,7,,
6466,입구,7,,
6467,입시,7,,
6468,입장권,7,,
6469,입장료,7,,
6470,입지,7,,
6471,잇지,7,,
6472,자비,7,,
6473,자손,7,,
6474,자택,7,,
6475,자폭,7,,
6476,잡음,7,,
6477,장단점,7,,
6478,장도,7,,
6479,장병,7,,
6480,장애인,7,,
6481,장일,7,,
6482,재무제표,7,,
6483,재보,7,,
6484,재태크,7,,
6485,저질,7,,
6486,적국,7,,
6487,적일,7,,
6488,전복,7,,
6489,전시,7,,
6490,전신,7,,
6491,전자파,7,,
6492,전향,7,,
6493,절규,7,,
6494,점프,7,,
6495,정렬,7,,
6496,정보력,7,,
6497,정수기,7,,
6498,정적,7,,
6499,정태인,7,,
6500,제주도,7,,
6501,조립,7,,
6502,조원진,7,,
6503,조지프,7,,
6504,종언,7,,
6505,종이돈,7,,
6506,좌익,7,,
6507,주관,7,,
6508,주네,7,,
6509,주인도,7,,
6510,주진우,7,,
6511,준수,7,,
6512,줄리,7,,
6513,중략,7,,
6514,즉석,7,,
6515,지게,7,,
6516,지구촌,7,,
6517,지라,7,,
6518,지성,7,,
6519,지자,7,,
6520,지질학,7,,
6521,지하실,7,,
6522,직관,7,,
6523,진신,7,,
6524,진위,7,,
6525,질타,7,,
6526,질투,7,,
6527,짐승,7,,
6528,징수,7,,
6529,징표,7,,
6530,찐따,7,,
6531,찬물,7,,
6532,창당,7,,
6533,창문,7,,
6534,천금,7,,
6535,철강,7,,
6536,추격,7,,
6537,추론,7,,
6538,추신,7,,
6539,추종자,7,,
6540,추첨,7,,
6541,출간,7,,
6542,출격,7,,
6543,출입,7,,
6544,출장,7,,
6545,치부,7,,
6546,침몰,7,,
6547,카테고리,7,,
6548,카트,7,,
6549,캐리,7,,
6550,컨디션,7,,
6551,컴퍼니,7,,
6552,코민테른,7,,
6553,코브라,7,,
6554,코코,7,,
6555,코프,7,,
6556,쾌락,7,,
6557,퀘백,7,,
6558,키즈,7,,
6559,킬러,7,,
6560,타국,7,,
6561,탈락,7,,
6562,탈수,7,,
6563,태풍,7,,
6564,토렌트,7,,
6565,토론토,7,,
6566,토요,7,,
6567,톰슨,7,,
6568,통보,7,,
6569,통상,7,,
6570,통일부,7,,
6571,통치,7,,
6572,퇴장,7,,
6573,투신,7,,
6574,트릴,7,,
6575,특별법,7,,
6576,티끌,7,,
6577,파괴력,7,,
6578,파월,7,,
6579,파인애플,7,,
6580,판단력,7,,
6581,판명,7,,
6582,패망,7,,
6583,패스워드,7,,
6584,패악질,7,,
6585,팬티,7,,
6586,퍼트,7,,
6587,펀더멘털,7,,
6588,페이퍼,7,,
6589,편리,7,,
6590,평론가,7,,
6591,폐단,7,,
6592,포르투갈,7,,
6593,포상금,7,,
6594,포카,7,,
6595,포커스,7,,
6596,표명,7,,
6597,푸시,7,,
6598,품격,7,,
6599,프랜차이즈,7,,
6600,프레시안,7,,
6601,플랫,7,,
6602,플러그,7,,
6603,플로어,7,,
6604,피어스,7,,
6605,피크,7,,
6606,하버드대,7,,
6607,학원비,7,,
6608,한기,7,,
6609,할망구,7,,
6610,할부,7,,
6611,항공사,7,,
6612,해답,7,,
6613,해독,7,,
6614,해적,7,,
6615,해피엔딩,7,,
6616,행렬,7,,
6617,허울,7,,
6618,허탈감,7,,
6619,헛점,7,,
6620,현수막,7,,
6621,현정,7,,
6622,호들갑,7,,
6623,호랑이,7,,
6624,혹자,7,,
6625,혼마,7,,
6626,홀대,7,,
6627,홍련,7,,
6628,화대,7,,
6629,화성,7,,
6630,화이트,7,,
6631,환생,7,,
6632,황해도,7,,
6633,회비,7,,
6634,회삿,7,,
6635,회의감,7,,
6636,회지,7,,
6637,흥해,7,,
6638,희비,7,,
6639,히어로,7,,
6640,가계부,6,,
6641,가루,6,,
6642,가자,6,,
6643,가지가지,6,,
6644,가트,6,,
6645,간사,6,,
6646,간주,6,,
6647,감기,6,,
6648,감명,6,,
6649,감언이설,6,,
6650,갑론을박,6,,
6651,강대국,6,,
6652,강성,6,,
6653,강연회,6,,
6654,강요,6,,
6655,강자,6,,
6656,강풍,6,,
6657,강화도,6,,
6658,개구리,6,,
6659,개놈,6,,
6660,개발사,6,,
6661,개스,6,,
6662,개아,6,,
6663,개차반,6,,
6664,개편,6,,
6665,거간,6,,
6666,거래상,6,,
6667,거북이,6,,
6668,거시기,6,,
6669,거자,6,,
6670,거주,6,,
6671,건축학,6,,
6672,게이지,6,,
6673,게임장,6,,
6674,격양가,6,,
6675,경남,6,,
6676,경륜,6,,
6677,경위,6,,
6678,경향신문,6,,
6679,경희대,6,,
6680,계약금,6,,
6681,고삐리,6,,
6682,고산,6,,
6683,고어,6,,
6684,고율,6,,
6685,골동품,6,,
6686,골드러시,6,,
6687,공돌이,6,,
6688,공모전,6,,
6689,공원,6,,
6690,과실,6,,
6691,관계인,6,,
6692,관념,6,,
6693,관전평,6,,
6694,광안리,6,,
6695,광적,6,,
6696,교도소,6,,
6697,교사,6,,
6698,구구절절,6,,
6699,구단,6,,
6700,국기,6,,
6701,국내법,6,,
6702,국민당,6,,
6703,국조,6,,
6704,군상,6,,
6705,굴복,6,,
6706,궁지,6,,
6707,귀추,6,,
6708,규제법,6,,
6709,균열,6,,
6710,그때쯤,6,,
6711,그루,6,,
6712,그사이,6,,
6713,극악,6,,
6714,극장,6,,
6715,글쓰기,6,,
6716,금감위,6,,
6717,금강산,6,,
6718,금덩이,6,,
6719,금주,6,,
6720,기각,6,,
6721,기니,6,,
6722,기독교,6,,
6723,기류,6,,
6724,기생충,6,,
6725,기술대,6,,
6726,기온,6,,
6727,기지,6,,
6728,기지개,6,,
6729,기침,6,,
6730,기회균등,6,,
6731,길드,6,,
6732,길만,6,,
6733,길지,6,,
6734,김영삼,6,,
6735,김용,6,,
6736,김일,6,,
6737,김재현,6,,
6738,김정일,6,,
6739,까까,6,,
6740,꼭대기,6,,
6741,꾸밈,6,,
6742,나랏돈,6,,
6743,나미,6,,
6744,나팔수,6,,
6745,난학,6,,
6746,날조,6,,
6747,남녀노소,6,,
6748,남아프리카,6,,
6749,낭패,6,,
6750,내막,6,,
6751,넘넘,6,,
6752,네버,6,,
6753,네이밍,6,,
6754,네이션,6,,
6755,네팔,6,,
6756,넷마블,6,,
6757,노선,6,,
6758,노아,6,,
6759,노원,6,,
6760,녹화,6,,
6761,논술,6,,
6762,놀라움,6,,
6763,능력자,6,,
6764,니혼,6,,
6765,닉스,6,,
6766,다방면,6,,
6767,다부,6,,
6768,다산,6,,
6769,다실,6,,
6770,다이몬,6,,
6771,단골,6,,
6772,단박,6,,
6773,단언,6,,
6774,답글,6,,
6775,당국자,6,,
6776,당비,6,,
6777,대갈,6,,
6778,대구시,6,,
6779,대기자,6,,
6780,대내외,6,,
6781,대두,6,,
6782,대디,6,,
6783,대부,6,,
6784,대외,6,,
6785,대입,6,,
6786,대주,6,,
6787,대출금,6,,
6788,데지마,6,,
6789,도덕경,6,,
6790,도라,6,,
6791,도루,6,,
6792,도미노,6,,
6793,도용,6,,
6794,도적,6,,
6795,독서,6,,
6796,돈벌레,6,,
6797,돌덩이,6,,
6798,동아일보,6,,
6799,동인,6,,
6800,뒷돈,6,,
6801,드라,6,,
6802,디스코,6,,
6803,땔나무,6,,
6804,라거,6,,
6805,라이프,6,,
6806,레고,6,,
6807,레온,6,,
6808,레인,6,,
6809,레포트,6,,
6810,렌즈,6,,
6811,렌탈,6,,
6812,렘브란트,6,,
6813,로로,6,,
6814,로스쿨,6,,
6815,로켓,6,,
6816,루이,6,,
6817,리사,6,,
6818,리트,6,,
6819,리프,6,,
6820,린다,6,,
6821,마누라,6,,
6822,마님,6,,
6823,마리화나,6,,
6824,마식령,6,,
6825,마우스,6,,
6826,만세,6,,
6827,만점,6,,
6828,만천,6,,
6829,망각,6,,
6830,매거진,6,,
6831,매석,6,,
6832,매장량,6,,
6833,맥도널드,6,,
6834,머니투데이,6,,
6835,먹물,6,,
6836,멀더,6,,
6837,메리,6,,
6838,메이드,6,,
6839,메이슨,6,,
6840,면역,6,,
6841,멸공,6,,
6842,멸종,6,,
6843,명시,6,,
6844,모나코,6,,
6845,모루,6,,
6846,몸무게,6,,
6847,무늬,6,,
6848,무효,6,,
6849,문둥이,6,,
6850,물증,6,,
6851,뭇매,6,,
6852,뮤즈,6,,
6853,뮤직,6,,
6854,미모,6,,
6855,미소녀,6,,
6856,미자,6,,
6857,미지,6,,
6858,민트,6,,
6859,밑거름,6,,
6860,밑밥,6,,
6861,바니,6,,
6862,바둑,6,,
6863,바디,6,,
6864,바람잡이,6,,
6865,박성준,6,,
6866,박차,6,,
6867,박형준,6,,
6868,반려,6,,
6869,반성해,6,,
6870,발등,6,,
6871,발전기,6,,
6872,밝힘,6,,
6873,밤낮,6,,
6874,밥줄,6,,
6875,방가,6,,
6876,방문자,6,,
6877,방송사,6,,
6878,방장,6,,
6879,방조,6,,
6880,배알,6,,
6881,배제,6,,
6882,백대,6,,
6883,백두산,6,,
6884,밸리,6,,
6885,버트,6,,
6886,번복,6,,
6887,법규,6,,
6888,법치,6,,
6889,벙커,6,,
6890,베네,6,,
6891,베를린,6,,
6892,베스트셀러,6,,
6893,베이비,6,,
6894,벼랑,6,,
6895,변방,6,,
6896,변종,6,,
6897,변질,6,,
6898,변혁,6,,
6899,변형,6,,
6900,별거,6,,
6901,별게,6,,
6902,별명,6,,
6903,별일,6,,
6904,보람,6,,
6905,보사,6,,
6906,보유국,6,,
6907,보이즈,6,,
6908,복수,6,,
6909,복판,6,,
6910,복학,6,,
6911,복합,6,,
6912,본거,6,,
6913,본방,6,,
6914,본진,6,,
6915,봉착,6,,
6916,부국,6,,
6917,부랑,6,,
6918,부르스,6,,
6919,부술,6,,
6920,부익부,6,,
6921,부저,6,,
6922,부진,6,,
6923,분별,6,,
6924,분임,6,,
6925,불균형,6,,
6926,불대,6,,
6927,불매,6,,
6928,불명,6,,
6929,블라인드,6,,
6930,비너스,6,,
6931,비도,6,,
6932,비약,6,,
6933,비웃음,6,,
6934,빈익빈,6,,
6935,빌라,6,,
6936,빙자,6,,
6937,빚더미,6,,
6938,빠가,6,,
6939,빤스런,6,,
6940,사기업체,6,,
6941,사우디,6,,
6942,사치,6,,
6943,사쿠라,6,,
6944,삭감,6,,
6945,산업화,6,,
6946,상단,6,,
6947,상세,6,,
6948,상술,6,,
6949,상폐,6,,
6950,새싹,6,,
6951,샘통,6,,
6952,생산량,6,,
6953,샤오,6,,
6954,서가,6,,
6955,서관,6,,
6956,서사,6,,
6957,서열,6,,
6958,석간,6,,
6959,석상,6,,
6960,선방,6,,
6961,선일,6,,
6962,선택지,6,,
6963,선회,6,,
6964,설국,6,,
6965,성정,6,,
6966,성태,6,,
6967,세대교체,6,,
6968,세명,6,,
6969,세비,6,,
6970,세율,6,,
6971,세의,6,,
6972,셀로판지,6,,
6973,소득자,6,,
6974,소방관,6,,
6975,속삭임,6,,
6976,손모가지,6,,
6977,송구,6,,
6978,송기,6,,
6979,수술,6,,
6980,수습,6,,
6981,수영,6,,
6982,수요자,6,,
6983,수인,6,,
6984,수주,6,,
6985,수하,6,,
6986,숙제,6,,
6987,순이익,6,,
6988,스너프,6,,
6989,스발,6,,
6990,스타크래프트,6,,
6991,스튜,6,,
6992,슬롯머신,6,,
6993,시끼,6,,
6994,시련,6,,
6995,시마,6,,
6996,시정,6,,
6997,시지,6,,
6998,시초,6,,
6999,시험대,6,,
7000,식물,6,,
7001,신년사,6,,
7002,신도,6,,
7003,신병,6,,
7004,신앙촌,6,,
7005,신포,6,,
7006,실무,6,,
7007,실증,6,,
7008,실책,6,,
7009,실패담,6,,
7010,싸구려,6,,
7011,씨발년,6,,
7012,씨알,6,,
7013,아간,6,,
7014,아반떼,6,,
7015,아워,6,,
7016,아이스크림,6,,
7017,아이티,6,,
7018,아일랜드,6,,
7019,아제,6,,
7020,악담,6,,
7021,악덕,6,,
7022,안녕,6,,
7023,안마,6,,
7024,안무,6,,
7025,안비,6,,
7026,안와,6,,
7027,안정세,6,,
7028,안중,6,,
7029,안팎,6,,
7030,애리조나주,6,,
7031,앵무새,6,,
7032,야경,6,,
7033,야심,6,,
7034,양념,6,,
7035,양식,6,,
7036,양주,6,,
7037,양치기,6,,
7038,양키,6,,
7039,양화,6,,
7040,어린아이,6,,
7041,어택,6,,
7042,엉터리,6,,
7043,에드,6,,
7044,에이지,6,,
7045,엔젤,6,,
7046,엘도라도,6,,
7047,엘리베이터,6,,
7048,여담,6,,
7049,여사,6,,
7050,여성분,6,,
7051,여제,6,,
7052,여행가,6,,
7053,여행자,6,,
7054,연도,6,,
7055,염두,6,,
7056,영광,6,,
7057,영도,6,,
7058,영란은행,6,,
7059,영미,6,,
7060,영자,6,,
7061,영합주의,6,,
7062,영화관,6,,
7063,옘병,6,,
7064,오페라,6,,
7065,와이,6,,
7066,와트,6,,
7067,외상,6,,
7068,요법,6,,
7069,용비어천가,6,,
7070,용사,6,,
7071,용인,6,,
7072,용전,6,,
7073,웍스,6,,
7074,원단,6,,
7075,원동력,6,,
7076,원본,6,,
7077,원수,6,,
7078,원초,6,,
7079,원투,6,,
7080,월경,6,,
7081,위시한,6,,
7082,위지,6,,
7083,위크,6,,
7084,위폐,6,,
7085,유가족,6,,
7086,유권자,6,,
7087,유대,6,,
7088,유명세,6,,
7089,유사점,6,,
7090,유서,6,,
7091,유인,6,,
7092,육아,6,,
7093,융자,6,,
7094,음료수,6,,
7095,음양,6,,
7096,음유,6,,
7097,의문점,6,,
7098,의상,6,,
7099,의식하,6,,
7100,이민자,6,,
7101,이승,6,,
7102,이식,6,,
7103,이어폰,6,,
7104,이언,6,,
7105,이율,6,,
7106,이조,6,,
7107,이종필,6,,
7108,이태우,6,,
7109,이토,6,,
7110,이하경,6,,
7111,익스체인지,6,,
7112,익스프레스,6,,
7113,인간관계,6,,
7114,인간세,6,,
7115,인삼,6,,
7116,일독,6,,
7117,일면,6,,
7118,일요,6,,
7119,일정량,6,,
7120,일한,6,,
7121,일희일비,6,,
7122,임상훈,6,,
7123,입사,6,,
7124,입성,6,,
7125,자소,6,,
7126,자아,6,,
7127,자유인,6,,
7128,장본인,6,,
7129,장식,6,,
7130,재석,6,,
7131,재탕,6,,
7132,재판소,6,,
7133,저격수,6,,
7134,저금통,6,,
7135,저울,6,,
7136,전대,6,,
7137,전라,6,,
7138,전방,6,,
7139,전정,6,,
7140,전화기,6,,
7141,점장,6,,
7142,점포,6,,
7143,접대,6,,
7144,접수,6,,
7145,접점,6,,
7146,접촉,6,,
7147,정국,6,,
7148,정밀,6,,
7149,정보원,6,,
7150,정부인,6,,
7151,정엽,6,,
7152,정운경,6,,
7153,정인,6,,
7154,정품,6,,
7155,제고,6,,
7156,제자,6,,
7157,제조사,6,,
7158,제조업,6,,
7159,제주,6,,
7160,젠더,6,,
7161,조건이,6,,
7162,조경,6,,
7163,조례,6,,
7164,조은,6,,
7165,조정기,6,,
7166,조폐공사,6,,
7167,종부,6,,
7168,죄악,6,,
7169,주식비,6,,
7170,주최,6,,
7171,주축,6,,
7172,중고차,6,,
7173,중국어,6,,
7174,중단시,6,,
7175,중대,6,,
7176,중생,6,,
7177,증강,6,,
7178,증권업,6,,
7179,증오,6,,
7180,증정,6,,
7181,증폭,6,,
7182,지부장,6,,
7183,지브롤터,6,,
7184,지자체,6,,
7185,지킬,6,,
7186,지한,6,,
7187,지화,6,,
7188,진수,6,,
7189,진전,6,,
7190,진지한,6,,
7191,집문서,6,,
7192,집약,6,,
7193,집적,6,,
7194,집주인,6,,
7195,짜장면,6,,
7196,차로,6,,
7197,차림,6,,
7198,차비,6,,
7199,차질,6,,
7200,참여시,6,,
7201,창녀,6,,
7202,채소,6,,
7203,책정,6,,
7204,챕터,6,,
7205,천리안,6,,
7206,천마,6,,
7207,첫걸음,6,,
7208,청문회장,6,,
7209,체감,6,,
7210,초간,6,,
7211,초마,6,,
7212,초상집,6,,
7213,초연,6,,
7214,초청,6,,
7215,총결산,6,,
7216,총수,6,,
7217,최하,6,,
7218,출생,6,,
7219,출수,6,,
7220,출판사,6,,
7221,충동,6,,
7222,친화,6,,
7223,침략,6,,
7224,카센터,6,,
7225,카스,6,,
7226,카우,6,,
7227,칼로,6,,
7228,캐러,6,,
7229,컬러,6,,
7230,케어,6,,
7231,케인즈,6,,
7232,코리,6,,
7233,코리안,6,,
7234,코인레일,6,,
7235,코타,6,,
7236,코트,6,,
7237,코트라,6,,
7238,콜드,6,,
7239,콩팥,6,,
7240,쾌감,6,,
7241,큰소리,6,,
7242,클래스,6,,
7243,키스,6,,
7244,키치,6,,
7245,타당,6,,
7246,타도,6,,
7247,타라,6,,
7248,타이,6,,
7249,타협,6,,
7250,탄광,6,,
7251,탄식,6,,
7252,탐라,6,,
7253,탐사,6,,
7254,텔레콤,6,,
7255,토리,6,,
7256,토시,6,,
7257,토종,6,,
7258,통정,6,,
7259,퇴근길,6,,
7260,퇴진,6,,
7261,투성,6,,
7262,튜링,6,,
7263,트로,6,,
7264,트릭,6,,
7265,특기,6,,
7266,특사,6,,
7267,특전,6,,
7268,특종,6,,
7269,특파원,6,,
7270,파란불,6,,
7271,파문,6,,
7272,파사,6,,
7273,파운데이션,6,,
7274,판국,6,,
7275,팔이,6,,
7276,패러디,6,,
7277,패배,6,,
7278,패트릭,6,,
7279,퍼스트,6,,
7280,펀더멘탈,6,,
7281,펀치,6,,
7282,페리,6,,
7283,편견,6,,
7284,편성,6,,
7285,편집,6,,
7286,평준,6,,
7287,폐막,6,,
7288,포항,6,,
7289,폭동,6,,
7290,표기,6,,
7291,품귀,6,,
7292,풍경,6,,
7293,프렌즈,6,,
7294,프린터,6,,
7295,플레인,6,,
7296,피스,6,,
7297,피아노,6,,
7298,필사,6,,
7299,필스,6,,
7300,학력,6,,
7301,학부,6,,
7302,학살,6,,
7303,학위,6,,
7304,학회,6,,
7305,한국발,6,,
7306,한목소리,6,,
7307,한문,6,,
7308,한정판,6,,
7309,한줌,6,,
7310,합방,6,,
7311,합작,6,,
7312,항공권,6,,
7313,해운대,6,,
7314,행세,6,,
7315,행위자,6,,
7316,행적,6,,
7317,행정부,6,,
7318,허생전,6,,
7319,허점,6,,
7320,헤게모니,6,,
7321,헤이,6,,
7322,헤즈볼라,6,,
7323,현미경,6,,
7324,현실감,6,,
7325,협력하,6,,
7326,혜성,6,,
7327,혜자,6,,
7328,호적,6,,
7329,홍경래,6,,
7330,홍차,6,,
7331,화이팅,6,,
7332,화질,6,,
7333,화풀이,6,,
7334,화학,6,,
7335,환산,6,,
7336,환전상,6,,
7337,회사원,6,,
7338,횟수,6,,
7339,후진,6,,
7340,흑수,6,,
7341,히터,6,,
7342,가격표,5,,
7343,가공,5,,
7344,가두리,5,,
7345,가든,5,,
7346,가디언,5,,
7347,가르침,5,,
7348,가바,5,,
7349,가분,5,,
7350,가불,5,,
7351,가열,5,,
7352,가운,5,,
7353,가정주부,5,,
7354,간격,5,,
7355,간기,5,,
7356,간도,5,,
7357,갈리아,5,,
7358,감세,5,,
7359,감지,5,,
7360,강단,5,,
7361,강령,5,,
7362,강심장,5,,
7363,개구,5,,
7364,개표,5,,
7365,객장,5,,
7366,객체,5,,
7367,갤럽,5,,
7368,거렁뱅이,5,,
7369,거름,5,,
7370,거실,5,,
7371,거울,5,,
7372,걸루,5,,
7373,걸림돌,5,,
7374,격화,5,,
7375,경고장,5,,
